adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,https://image.tmdb.org/t/p/original/rz8GGX5Id2hCW1KzAIY4xwbQw1w.jpg,"[28, 35, 80]",955916,en,Lift,"An international heist crew, led by Cyrus Whitaker, race to lift $500 million in gold from a passenger plane at 40,000 feet.",204.477,https://image.tmdb.org/t/p/original/46sp1Z9b2PPTgCMyA87g9aTLUXi.jpg,2024-01-10,Lift,False,6.6,946
False,https://image.tmdb.org/t/p/original/acvE3RWjDLgvbL2RtcyzkrsAyNV.jpg,"[80, 36, 18]",466420,en,Killers of the Flower Moon,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",186.926,https://image.tmdb.org/t/p/original/dB6Krk806zeqd0YNp2ngQ9zXteH.jpg,2023-10-18,Killers of the Flower Moon,False,7.5,2673
False,https://image.tmdb.org/t/p/original/fGe1ej335XbqN1j9teoDpofpbLX.jpg,"[53, 9648, 80]",915935,fr,Anatomie d'une chute,"A woman is suspected of her husband's murder, and their blind son faces a moral dilemma as the sole witness.",180.81,https://image.tmdb.org/t/p/original/kQs6keheMwCxJxrzV83VUwFtHkB.jpg,2023-08-23,Anatomy of a Fall,False,7.643,1575
False,https://image.tmdb.org/t/p/original/tC78Pck2YCsUAtEdZwuHYUFYtOj.jpg,"[28, 53, 80]",926393,en,The Equalizer 3,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",168.275,https://image.tmdb.org/t/p/original/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,2023-08-30,The Equalizer 3,False,7.385,2429
False,https://image.tmdb.org/t/p/original/gg4zZoTggZmpAQ32qIrP5dtnkEZ.jpg,"[28, 80, 53, 18]",891699,en,Silent Night,"A tormented father witnesses his young son die when caught in a gang's crossfire on Christmas Eve. While recovering from a wound that costs him his voice, he makes vengeance his life's mission and embarks on a punishing training regimen in order to avenge his son's death.",155.068,https://image.tmdb.org/t/p/original/nJCP1ZNTPKlZ7S0Kv3gbmuraAT4.jpg,2023-11-30,Silent Night,False,6.3,544
False,https://image.tmdb.org/t/p/original/b0PlSFdDwbyK0cf5RxwDpaOJQvQ.jpg,"[80, 9648, 53]",414906,en,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",151.827,https://image.tmdb.org/t/p/original/74xTEgt7R36Fpooo50r9T25onhq.jpg,2022-03-01,The Batman,False,7.682,9360
False,https://image.tmdb.org/t/p/original/r17jFHAemzcWPPtoO0UxjIX0xas.jpg,"[28, 53, 80]",324552,en,John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",151.186,https://image.tmdb.org/t/p/original/hXWBc0ioZP3cN4zCu6SN3YHXZVO.jpg,2017-02-08,John Wick: Chapter 2,False,7.326,12515
False,https://image.tmdb.org/t/p/original/oVnMghpFl2avQ39LnmfsuZMciLR.jpg,"[9648, 53, 80, 27]",1115377,da,Englemageren,"'The Angel Maker' is a psychological crime thriller following Laura, a cyber crimes detective pursuing a brutal serial killer.",150.215,https://image.tmdb.org/t/p/original/xkbL9BliHIZN4hjoyQeWt9v1rLY.jpg,2023-06-08,The Angel Maker,False,5.3,21
False,https://image.tmdb.org/t/p/original/3Fz4yEKvlavO48R9vytUQfSBAEY.jpg,"[53, 28, 80]",156022,en,The Equalizer,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",147.854,https://image.tmdb.org/t/p/original/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg,2014-09-24,The Equalizer,False,7.268,8627
False,https://image.tmdb.org/t/p/original/2BVFrn3X8uH3hJh2403RMkiEgzF.jpg,"[16, 80, 28]",1220441,ja,GREAT PRETENDER razbliuto,"Presumed dead, master con artist and recovering amnesiac Dorothy is discovered by Shanghai Longu-bang, a mob who wants payback for her conning them. With no memories and nowhere to go, she must rely on a local crime underboss to elude Taipei's criminal underworld all while tracking down leads to her mysterious past.",133.675,https://image.tmdb.org/t/p/original/gQwzIIyhgsFiYiXI7fNpTUvWghP.jpg,2024-01-09,GREAT PRETENDER razbliuto,False,7.0,4
False,https://image.tmdb.org/t/p/original/rfYtZXPKWR5KZ13ArE9VUET605L.jpg,[99],1240928,en,Stormy,Delve into the life and times of Stormy Daniels as she shares her story and account of events that have become part of American history.,84.696,https://image.tmdb.org/t/p/original/7WdElBdccL5RbJOWjUErFolaaqz.jpg,2024-03-08,Stormy,False,6.5,4
False,https://image.tmdb.org/t/p/original/pF0LGTwMbteQV6PFL4AquYsUAZD.jpg,[99],1214523,en,Frida,"An intimately raw and magical journey through the life, mind, and heart of iconic artist Frida Kahlo. Told through her own words for the very first time — drawn from her diary, revealing letters, essays, and print interviews — and brought vividly to life by lyrical animation inspired by her unforgettable artwork.",83.348,https://image.tmdb.org/t/p/original/qfPjPZF2AqB2XnXPFcHlYtlQRS3.jpg,2024-03-08,Frida,False,7.4,7
False,https://image.tmdb.org/t/p/originalnull,[99],1246596,en,The Walking Dead: The Return,"Stars of ""The Walking Dead,"" Andrew Lincoln and Danai Gurira, walk down memory lane and visit iconic locations where pivotal moments between their characters, Rick and Michonne, were filmed.",70.707,https://image.tmdb.org/t/p/original/3clopfmZ8x6s1reWC6fxgXkysZz.jpg,2024-02-15,The Walking Dead: The Return,False,7.145,31
False,https://image.tmdb.org/t/p/original/hY97iRKr2t44lbX2GHRhfK5CVC7.jpg,[99],1004663,en,All the Beauty and the Bloodshed,"The life of internationally renowned artist and activist Nan Goldin is told through her slideshows, intimate interviews, ground-breaking photography, and rare footage of her personal fight to hold the Sackler family accountable for the overdose crisis.",54.775,https://image.tmdb.org/t/p/original/cvO51xxtIUHc5w5ZgFsigiFaUaO.jpg,2022-11-23,All the Beauty and the Bloodshed,False,7.397,117
False,https://image.tmdb.org/t/p/original/4m8yq8vEVGVcmOxO39j1Yz8ry1s.jpg,"[99, 10752, 36]",1251636,en,The Bloody Hundredth,Meet the real-life airmen who inspired Masters of the Air as they share the harrowing and transformative events of the 100th Bomb Group.,35.318,https://image.tmdb.org/t/p/original/5GnpAw5BaQBNqYd4wE1IptYEVKd.jpg,2024-03-14,The Bloody Hundredth,False,7.0,8
False,https://image.tmdb.org/t/p/original/ifGs4hSnqTCFmhJqCGe5Ec0cTe5.jpg,[99],1025169,th,13 หมูป่า: เรื่องเล่าจากในถ้ำ,"In this compelling documentary, members of the Thai youth soccer team tell their stories of getting trapped in Tham Luang Cave in 2018 — and surviving.",46.243,https://image.tmdb.org/t/p/original/jQb1UjOdc2DsU4SqDebrVH8dHvC.jpg,2022-10-05,The Trapped 13: How We Survived The Thai Cave,False,6.432,74
False,https://image.tmdb.org/t/p/original/eoAvHxfbaPOcfiQyjqypWIXWxDr.jpg,[99],1059673,en,Avatar: The Deep Dive - A Special Edition of 20/20,An inside look at one of the most anticipated movie sequels ever with James Cameron and cast.,44.437,https://image.tmdb.org/t/p/original/i367eMUXwj9LtNqrVlw1NXGRLx7.jpg,2022-12-14,Avatar: The Deep Dive - A Special Edition of 20/20,False,7.1,71
False,https://image.tmdb.org/t/p/originalnull,[99],645488,en,Aquaman: Heroines of Atlantis,Amber Heard and Nicole Kidman discuss their characters Mera and Atlanna.,39.867,https://image.tmdb.org/t/p/original/pa7m8nqDrEi7hAGB5vTnCkGLPC2.jpg,2019-03-26,Aquaman: Heroines of Atlantis,False,6.125,44
False,https://image.tmdb.org/t/p/original/ltuyJmW2jaLnULbGZMXIJNrUQ5s.jpg,[99],1247154,sv,Young Royals Forever,"From casting to the final scene, this special shows how the cast and crew of ""Young Royals"" brought Wilhelm and Simon's heartwarming journey to life.",30.904,https://image.tmdb.org/t/p/original/ayNEoajNi49CtLYVja3tVSdPiDW.jpg,2024-03-17,Young Royals Forever,False,0.0,0
False,https://image.tmdb.org/t/p/original/fh022Zgyoq1UzxshTObNLjQ2JoC.jpg,[99],1232289,es,La sociedad de la nieve: ¿Quiénes fuimos en la montaña?,"An in-depth look at the creative process behind ""Society of the Snow,"" featuring cast, crew, director J.A. Bayona and even real-life survivors.",42.489,https://image.tmdb.org/t/p/original/uHTQVdJHbPMvaOdzqlqBXFTctCp.jpg,2024-01-23,Society of the Snow: Who Were We on the Mountain?,False,7.652,33
False,https://image.tmdb.org/t/p/original/tU3mnpFLOAp2Ia6vHvGIw8ewJQb.jpg,"[10402, 99]",1041513,en,Encanto at the Hollywood Bowl,"A taped performance of the Encanto Live-to-Film Concert Experience at the Hollywood Bowl. The original cast puts on a miracle of a concert as they sing the favorite songs, accompanied by a full orchestra and 50 person ensemble, and the Hollywood Bowl transforms into Casita!",38.764,https://image.tmdb.org/t/p/original/sa3Ku5yNVjp8NloWxJoI9dQjvOi.jpg,2022-12-28,Encanto at the Hollywood Bowl,False,7.079,152
False,https://image.tmdb.org/t/p/original/8rft8A9nH43IReybFtYt21ezfMK.jpg,[99],899082,en,Harry Potter 20th Anniversary: Return to Hogwarts,"An enchanting making-of story told through all-new in-depth interviews and cast conversations, inviting fans on a magical first-person journey through one of the most beloved film franchises of all time.",42.114,https://image.tmdb.org/t/p/original/jntLBq0MLR3hrwKaTQswxACRPMs.jpg,2022-01-01,Harry Potter 20th Anniversary: Return to Hogwarts,False,7.3,3183
False,https://image.tmdb.org/t/p/original/cQDTGfrZyJR53kqG8vdCHv2qEy9.jpg,[99],1206029,es,"Muchachos, la película de la gente","The celebrations for the title of the Argentine National Team in the World Cup in Qatar 2022, through videos of Argentines around the world and unpublished material of the party in the streets.",44.128,https://image.tmdb.org/t/p/original/aRgTLpY3wl9I5MLGlBdiRXOeCY4.jpg,2023-12-07,"Muchachos, la película de la gente",False,8.276,29
False,https://image.tmdb.org/t/p/original/2VFUh8spzyNbRNPyncIrFmSwBrd.jpg,[99],438478,fr,Pornocratie: Les nouvelles multinationales du sexe,Never before have we watched as much porn as today yet the traditional porn industry is dying. The arrival of web sites showing amateur clips has transformed the way porn is made and consumed. Behind this transformation lies one opaque multinational.,36.714,https://image.tmdb.org/t/p/original/kfa1KHSaewjv9sSrrHDdWNdroyv.jpg,2017-03-12,Pornocracy: The New Sex Multinationals,False,6.905,42
False,https://image.tmdb.org/t/p/original/r0DFmENrZIM1qHeDofxYQS4v07T.jpg,[99],621757,en,Dads,"A joyful exploration of modern fatherhood, this doc gathers the testimonies of dads around the world, from famous comedians to everyday parents. Their unfiltered stories speak to the beauty, struggles, and ridiculous hilarity of being a dad today.",22.46,https://image.tmdb.org/t/p/original/lDBHH2oQJJtSIsUZfruBEDXra2n.jpg,2019-09-06,Dads,False,6.8,26
False,https://image.tmdb.org/t/p/original/5cnbmWWnzC2L0CbOYZDeCWbHHJP.jpg,[99],324558,en,X-Rated: The Greatest Adult Movies of All Time,"The evolution of adult cinema through the most influential films in history, a journey that begins in the 1970s and ends nowadays. An in-depth analysis of the success of the most prestigious erotic films, their impact on industry and society, and their influence on cinema and contemporary culture.",32.221,https://image.tmdb.org/t/p/original/v9b91TCNptpWHU00mJtxdbGysoc.jpg,2015-02-06,X-Rated: The Greatest Adult Movies of All Time,False,6.2,165
False,https://image.tmdb.org/t/p/original/f2J8DpT5bqV0AiI9VVcfiuqKo5l.jpg,"[35, 99]",656663,en,Jackass Forever,"The Jackass crew, along with some newcomers, returns for one final round of hilarious, absurd, and dangerous stunts.",21.434,https://image.tmdb.org/t/p/original/ugIdyvtAzHWOguD91UjHKoAvfum.jpg,2022-02-01,Jackass Forever,False,6.843,727
False,https://image.tmdb.org/t/p/original/sGE6N1vJjxZLkOJEXdIOqTslxuL.jpg,[99],1087040,en,Money Shot: The Pornhub Story,"Featuring interviews with performers, activists and past employees, this documentary offers a deep dive into the successes and scandals of Pornhub.",47.635,https://image.tmdb.org/t/p/original/kpTqWqLYcf1uErnx5VXLah4EWJZ.jpg,2023-03-15,Money Shot: The Pornhub Story,False,5.643,272
False,https://image.tmdb.org/t/p/original/yLtSpzKeGKx5aa4oTLV8y00RxHf.jpg,"[99, 18]",1168709,en,Einstein and the Bomb,"What happened after Einstein fled Nazi Germany? Using archival footage and his own words, this docudrama dives into the mind of a tortured genius.",25.672,https://image.tmdb.org/t/p/original/hWRKHXKfu2WJGICdVpKZ0jEKsbp.jpg,2024-02-16,Einstein and the Bomb,False,5.906,48
False,https://image.tmdb.org/t/p/original/chKGRT7RjkHWlU0hRFQeJMx2Bra.jpg,"[18, 99]",511679,es,Héctor El Father: Conocerás la verdad,"This autobiography of Hector Delgado runs from his childhood to become one of the greatest exponents of the urban genre, but the results of that life did not please him and led him to try to take his life  .After being victim of a firefight at a service station in Aguada, a city hall in Puerto Rico, he stopped earning at least two hundred American dollars for presentation and being ""devout of Jesus""",29.44,https://image.tmdb.org/t/p/original/tkP0FzEivLxsUYt8BlaL8Sh7ceY.jpg,2018-03-22,Héctor El Father: Conocerás la verdad,False,7.892,102
False,https://image.tmdb.org/t/p/original/oFAukXiMPrwLpbulGmB5suEZlrm.jpg,"[28, 12, 878, 14, 18]",624091,id,Sri Asih,"Alana discover the truth about her origin: she’s not an ordinary human being. She may be the gift for humanity and become its protector as Sri Asih. Or a destruction, if she can’t control her anger.",1292.877,https://image.tmdb.org/t/p/original/wShcJSKMFg1Dy1yq7kEZuay6pLS.jpg,2022-11-17,Sri Asih,False,6.423,39
False,https://image.tmdb.org/t/p/original/1ZSKH5GGFlM8M32K34GMdaNS2Ew.jpg,"[10402, 36, 18]",802219,en,Bob Marley: One Love,Jamaican singer-songwriter Bob Marley overcomes adversity to become the most famous reggae musician in the world.,565.178,https://image.tmdb.org/t/p/original/4eWeXswkAUIvdVWFvPrUFu2TxuI.jpg,2024-02-14,Bob Marley: One Love,False,7.052,381
False,https://image.tmdb.org/t/p/original/nb3xI8XI3w4pMVZ38VijbsyBqP4.jpg,"[18, 36]",872585,en,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,533.16,https://image.tmdb.org/t/p/original/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19,Oppenheimer,False,8.112,7375
False,https://image.tmdb.org/t/p/original/oFS0DgInCdvYRwaPkl3BLpmIuq5.jpg,"[28, 80, 18, 9648, 878, 53]",1013240,id,24 Jam Bersama Gaspar,"With only 24 hours left to live, a private investigator follows a trail of confounding clues to uncover the disappearance of his childhood friend.",531.803,https://image.tmdb.org/t/p/original/jSG2fEbYUiQLcA1QfMNDjpnFYJa.jpg,2023-10-06,24 Hours with Gaspar,False,7.0,18
False,https://image.tmdb.org/t/p/original/9JNsAIFMu4o37AgnU1JVtR6AWsK.jpg,"[10749, 28, 18]",1248795,tr,Romantik Hırsız,"After learning that the art thief she has been chasing is her ex-lover, an officer working for Interpol concocts a plan to catch him red-handed.",430.766,https://image.tmdb.org/t/p/original/niVtvS9Kf8G1VDPSqurqHkaSSwm.jpg,2024-03-14,Art of Love,False,6.7,74
False,https://image.tmdb.org/t/p/original/sKdDC38FHuPvEsRgIzMEQE6ydol.jpg,"[53, 27, 18]",714567,ru,#хочувигру,"The story of a girl who, in an attempt to understand the mysterious suicide of her younger sister, embarks on a dangerous game, hoping to stop the curators of the ""death group"" pushing teenagers to suicide.",344.172,https://image.tmdb.org/t/p/original/2TmZ2lgDEYJAFpeUMALRx5NwqK.jpg,2021-10-07,#Blue_Whale,False,6.554,28
False,https://image.tmdb.org/t/p/original/4MCKNAc6AbWjEsM2h9Xc29owo4z.jpg,"[28, 53, 18]",866398,en,The Beekeeper,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,342.29,https://image.tmdb.org/t/p/original/A7EByudX0eOzlkQ2FIbogzyazm2.jpg,2024-01-08,The Beekeeper,False,7.467,1813
False,https://image.tmdb.org/t/p/original/8yv5VtWX1gBMWZLiekEBaygJj3S.jpg,"[16, 10751, 18, 12, 14]",1022789,en,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",327.811,https://image.tmdb.org/t/p/original/xeqXXTE1Cd3qNaAEOT6qbhhCsgJ.jpg,2024-06-12,Inside Out 2,False,0.0,0
False,https://image.tmdb.org/t/p/original/pulJ1iY7GVeppMRipiR7ZGDW7EW.jpg,[18],615,en,The Passion of the Christ,A graphic portrayal of the last twelve hours of Jesus of Nazareth's life.,308.455,https://image.tmdb.org/t/p/original/v9f9MMrq2nGQrN7cHnQRmEq9lSE.jpg,2004-02-25,The Passion of the Christ,False,7.477,4180
False,https://image.tmdb.org/t/p/original/hIeEpk2w1dnC9ly9ZJwwbunH2Cx.jpg,"[16, 35, 18, 10751]",838240,es,Robot Dreams,"Dog lives in Manhattan and he's tired of being alone. One day he decides to build himself a robot, a companion. Their friendship blossoms, until they become inseparable, to the rhythm of 80's NYC. One summer night, Dog, with great sadness, is forced to abandon Robot at the beach. Will they ever meet again?",304.501,https://image.tmdb.org/t/p/original/vSzOobYVu16MogSALNg1bjTaGc.jpg,2023-10-20,Robot Dreams,False,7.5,138
False,https://image.tmdb.org/t/p/original/mmpnUZebJhFXewEUuP7OGM4GuNF.jpg,"[878, 12, 18]",636706,en,Spaceman,"During a research mission, an astronaut discovers that his marriage is in trouble. Luckily, he has the help of a mysterious creature hidden in his ship.",276.577,https://image.tmdb.org/t/p/original/f46WvKEsBn98WJbPJcO47ZoKn6B.jpg,2024-02-23,Spaceman,False,6.766,449
False,https://image.tmdb.org/t/p/original/gXIdbD1d0H2KFySMD04QxuIONa4.jpg,"[28, 18, 80]",944401,en,Dogman,"A boy, bruised by life, finds his salvation through the love of his dogs.",272.182,https://image.tmdb.org/t/p/original/xExDMuJHS0tqEfXGWUOR5rjP6xK.jpg,2023-09-27,Dogman,False,7.685,555
False,https://image.tmdb.org/t/p/original/eHMh7kChaNeD4VTdMCXLJbRTzcI.jpg,"[18, 36, 10752]",753342,en,Napoleon,"An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",266.592,https://image.tmdb.org/t/p/original/vcZWJGvB5xydWuUO1vaTLI82tGi.jpg,2023-11-22,Napoleon,False,6.475,1911
False,https://image.tmdb.org/t/p/original/lntyt4OVDbcxA1l7LtwITbrD3FI.jpg,"[18, 10749]",1010581,es,Culpa mía,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",257.79,https://image.tmdb.org/t/p/original/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,My Fault,False,7.989,2370
False,https://image.tmdb.org/t/p/original/8GnWDLn2AhnmkQ7hlQ9NJUYobSS.jpg,"[18, 878, 28]",695721,en,The Hunger Games: The Ballad of Songbirds & Snakes,"64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",233.731,https://image.tmdb.org/t/p/original/mBaXZ95R2OxueZhvQbcEWy2DqyO.jpg,2023-11-15,The Hunger Games: The Ballad of Songbirds & Snakes,False,7.2,1997
False,https://image.tmdb.org/t/p/original/fUIxQAuLErDzed4hB6nQsPiVT4D.jpg,"[878, 53, 18, 9648]",1136512,en,Jonah,"After an alleged alien abduction of Margot's son Jonah, Ozzie and Darren, journalists investigating supernatural cases, are determined to expose the truth. During their investigation, Ozzie grapples with his own haunting memories, leading to intense skepticism about Margot's story.",223.652,https://image.tmdb.org/t/p/original/nhaJGTfYNaof7uxSsUEyeH01NKB.jpg,2024-03-12,Jonah,False,0.0,0
False,https://image.tmdb.org/t/p/original/sRLC052ieEzkQs9dEtPMfFxYkej.jpg,"[878, 18, 28]",848326,en,Rebel Moon - Part One: A Child of Fire,"When a peaceful colony on the edge of the galaxy finds itself threatened by the armies of the tyrannical Regent Balisarius, they dispatch Kora, a young woman with a mysterious past, to seek out warriors from neighboring planets to help them take a stand.",216.902,https://image.tmdb.org/t/p/original/ui4DrH1cKk2vkHshcUcGt2lKxCm.jpg,2023-12-15,Rebel Moon - Part One: A Child of Fire,False,6.371,1599
False,https://image.tmdb.org/t/p/original/9xvBGz7wYjK5faoeXDIaBB9EYDx.jpg,"[10749, 18, 35]",1139566,es,A través de mi ventana 3: A través de tu mirada,"After the events of the summer, Ares and Raquel they don't see a way forward in their relationship and decide to go separate ways. But when they meet again in the winter in Barcelona, the love and desire they feel for each other is undeniable. Will they be able to find a way to get back together?",211.112,https://image.tmdb.org/t/p/original/gwpTgtwVAwmvivBN8rAQABpx9Am.jpg,2024-02-23,Through My Window 3: Looking at You,False,6.991,326
False,https://image.tmdb.org/t/p/original/cazclcMhoYpHbuZb00bvby7xcXY.jpg,"[53, 28, 18]",1183905,de,Trunk - Locked In,"28-year-old medicine student Malina wakes up disoriented in a locked trunk and realizes, to her horror, that she is missing more than just her memory of what happened. With her phone as the only link to the outside world, the intelligent young woman wages a desperate fight for survival while the vehicle races relentlessly toward a terrible secret.",203.125,https://image.tmdb.org/t/p/original/znbGgoqcQB0pxoTSO5imfALWOk3.jpg,2023-11-24,Trunk - Locked In,False,5.9,55
False,https://image.tmdb.org/t/p/original/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg,"[16, 10751, 12, 18, 35]",150540,en,Inside Out,"From an adventurous balloon ride above the clouds to a monster-filled metropolis, Academy Award®-winning director Pete Docter (“Monsters, Inc.,” “Up”) has taken audiences to unique and imaginative places. In Disney and Pixar’s original movie “ Inside Out,” he will take us to the most extraordinary location of all—inside the mind.",201.018,https://image.tmdb.org/t/p/original/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,2015-06-09,Inside Out,False,7.917,20150
False,https://image.tmdb.org/t/p/original/1XDDXPXGiI8id7MrUxK36ke7gkX.jpg,"[28, 12, 16, 35, 10751]",1011985,en,Kung Fu Panda 4,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",4026.558,https://image.tmdb.org/t/p/original/kDp1vUBnMpe8ak4rjgl3cLELqjU.jpg,2024-03-02,Kung Fu Panda 4,False,6.974,341
False,https://image.tmdb.org/t/p/original/meyhnvssZOPPjud4F1CjOb4snET.jpg,"[16, 28, 12, 35, 10751]",940551,en,Migration,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",847.528,https://image.tmdb.org/t/p/original/ldfCF9RhR40mppkzmftxapaHeTo.jpg,2023-12-06,Migration,False,7.557,1004
False,https://image.tmdb.org/t/p/original/yyFc8Iclt2jxPmLztbP617xXllT.jpg,"[35, 10751, 14]",787699,en,Wonka,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",603.503,https://image.tmdb.org/t/p/original/qhb1qOilapbapxWQn9jtRCMwXJF.jpg,2023-12-06,Wonka,False,7.214,2653
False,https://image.tmdb.org/t/p/original/xPTefQ4CZpWapxiEsAZsxtidS49.jpg,"[10751, 878]",682075,en,The Adventure of A.R.I.: My Robot Friend,A teenager summons the courage to help a friendly robot known as A.R.I. kidnapped by a ruthless lab director working for a powerful corporation seeking to turn him into a dangerous weapon in order to rule the world.,374.622,https://image.tmdb.org/t/p/original/txcjXiyhBvsSFyZtgCHWW7CyIeN.jpg,2022-01-13,The Adventure of A.R.I.: My Robot Friend,False,7.1,8
False,https://image.tmdb.org/t/p/original/ehumsuIBbgAe1hg343oszCLrAfI.jpg,"[16, 10751, 14, 12]",1022796,en,Wish,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",368.305,https://image.tmdb.org/t/p/original/AcoVfiv1rrWOmAdpnAMnM56ki19.jpg,2023-11-13,Wish,False,6.622,896
False,https://image.tmdb.org/t/p/original/8yv5VtWX1gBMWZLiekEBaygJj3S.jpg,"[16, 10751, 18, 12, 14]",1022789,en,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",275.681,https://image.tmdb.org/t/p/original/xeqXXTE1Cd3qNaAEOT6qbhhCsgJ.jpg,2024-06-12,Inside Out 2,False,0.0,0
False,https://image.tmdb.org/t/p/original/d1RHScaZc7I8j0lDke1c4AxI435.jpg,"[28, 12, 16, 10751, 35]",9502,en,Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",300.345,https://image.tmdb.org/t/p/original/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg,2008-06-04,Kung Fu Panda,False,7.272,11011
False,https://image.tmdb.org/t/p/original/hIeEpk2w1dnC9ly9ZJwwbunH2Cx.jpg,"[16, 35, 18, 10751]",838240,es,Robot Dreams,"Dog lives in Manhattan and he's tired of being alone. One day he decides to build himself a robot, a companion. Their friendship blossoms, until they become inseparable, to the rhythm of 80's NYC. One summer night, Dog, with great sadness, is forced to abandon Robot at the beach. Will they ever meet again?",238.798,https://image.tmdb.org/t/p/original/vSzOobYVu16MogSALNg1bjTaGc.jpg,2023-10-20,Robot Dreams,False,7.5,138
False,https://image.tmdb.org/t/p/original/6SLyu9ygASsrOqkCpjAwtyG9PWW.jpg,"[10751, 878, 28, 35]",1094556,en,The Thundermans Return,"Twins Phoebe and Max are enjoying their superhero lifestyle, but when one 'save' goes awry, the Thundermans are sent back to Hiddenville. While Hank and Barb enjoy their return, and Billy and Nora look forward to a normal high school life, Max and Phoebe are determined to regain their superhero status.",290.194,https://image.tmdb.org/t/p/original/2J5eeroLDY0d45mVjpuGhcLZs3W.jpg,2024-03-07,The Thundermans Return,False,7.9,77
False,https://image.tmdb.org/t/p/original/sfKIRZ7jjOYZXMlg1waEkFrZrNN.jpg,"[16, 35, 10751]",1216512,en,The Casagrandes Movie,"On a birthday trip to Mexico, 12-year-old Ronnie Anne accidentally frees a demigod trapped in a mountain and needs her family's help to set things right.",284.819,https://image.tmdb.org/t/p/original/1ZHetsKD44xB63ZjTjqryC0CtoL.jpg,2024-03-22,The Casagrandes Movie,False,6.4,4
